2,00:03:d8:6b:72:86,1,27,-73.960152211339
2,00:22:3f:02:e6:60,1,27,-46.418852844799
2,00:22:3f:a8:e7:32,1,27,-84.33937936458655
2,00:24:b2:5b:a0:a1,1,27,-74.44879410530478
2,00:7f:20:b7:46:68,1,27,-82.87664654042095
2,08:86:3b:11:f0:5a,1,27,-49.92472227060835
2,08:86:3b:11:f0:5c,1,27,-83.4237210781949
2,08:86:3b:81:49:90,1,27,-90.90075308823334
2,2c:30:33:4b:af:0e,1,27,-80.49511684970994
2,2c:30:33:4b:af:0f,1,27,-71.07648478280178
2,2c:30:33:5e:d8:4c,1,27,-70.35279284038121
2,2c:b0:5d:a9:4e:20,1,27,-68.51278798157115
2,32:7f:20:b7:46:68,1,27,-75.81895031264402
2,3c:36:e4:8e:f8:ef,1,27,-90.32120557027076
2,44:ad:d9:c2:0c:20,1,27,-87.39985992063458
2,44:ad:d9:c2:0c:21,1,27,-89.34782713395438
2,44:ad:d9:c2:0c:22,1,27,-90.40051344707425
2,44:ad:d9:c2:0c:23,1,27,-87.58895346249601
2,44:ad:d9:c2:0c:2c,1,27,-80.43747792770924
2,44:ad:d9:c2:0c:2d,1,27,-81.57572351511037
2,44:ad:d9:c2:0c:2e,1,27,-81.3455774184918
2,44:ad:d9:c2:0c:2f,1,27,-82.22424607093704
2,48:ee:0c:5c:0f:44,1,27,-67.9003899961836
2,48:ee:0c:5c:a4:20,1,27,-66.87476054266197
2,48:ee:0c:5c:a4:25,1,27,-80.8076463544786
2,4a:ee:0c:5c:0f:45,1,27,-66.90037176914691
2,4a:ee:0c:5c:a4:21,1,27,-79.0783254064824
2,4a:ee:0c:5c:a4:26,1,27,-81.9007801682837
2,4c:60:de:36:b2:18,1,27,-66.59814293232343
2,54:b8:0a:d7:09:20,1,27,-84.9119794809412
2,54:b8:0a:e6:8b:70,1,27,-88.9007248507898
2,56:b8:0a:d7:09:21,1,27,-70.98510253937431
2,6c:19:8f:17:5b:a0,1,27,-88.59029436399211
2,6c:b0:ce:31:e8:94,1,27,-76.16477460049335
2,6e:19:8f:17:5b:a1,1,27,-87.23508393878194
2,70:10:5c:b5:d2:60,1,27,-78.90030823179129
2,70:10:5c:b5:d2:61,1,27,-85.93489024717792
2,70:10:5c:b5:d2:62,1,27,0
2,70:10:5c:b5:d2:63,1,27,-83.9006518673605
2,70:10:5c:b5:d2:6c,1,27,-83.49966424178913
2,70:10:5c:b5:d2:6d,1,27,-82.9289775292566
2,70:10:5c:b5:d2:6e,1,27,-83.23414265946164
2,70:10:5c:b5:d2:6f,1,27,-82.72798239909459
2,74:9d:dc:71:30:11,1,27,-76.06920245787602
2,74:ea:e8:64:97:b0,1,27,-89.900739058535
2,94:10:3e:f9:de:8f,1,27,-79.13012522602911
2,a2:03:d8:6b:72:86,1,27,-76.9006044796251
2,b0:77:ac:11:85:60,1,27,-63.77141541235182
2,c4:12:f5:87:40:c0,1,27,-64.94333757694714
2,c4:12:f5:87:40:c5,1,27,-86.7121275686709
2,c4:b3:01:de:b8:aa,1,27,-53.55229544845035
2,c4:b3:01:de:b8:ab,1,27,-55.0165818222271
2,c6:12:f5:87:40:c1,1,27,-65.37616703760544
2,c6:12:f5:87:40:c6,1,27,-87.18063937603387
2,c6:12:f5:a0:08:1f,1,27,-63.60935270845267
2,c8:d7:19:43:b9:31,1,27,-58.883285825813964
2,c8:d7:19:43:b9:33,1,27,-78.88481304084259
2,ce:d7:19:43:b9:31,1,27,-59.1185732077939
2,d0:39:b3:2a:d9:b0,1,27,0
2,d8:30:62:2e:4b:0b,1,27,-61.90681828194423
2,dc:4a:3e:b7:32:5a,1,27,-85.87347593412774
2,e8:cc:18:e5:7b:66,1,27,-66.05977426232097
2,e8:cc:18:e5:80:b4,1,27,-61.8999446613516
2,ea:64:ac:d8:32:7b,1,27,-72.7934847965761
2,ea:cc:18:e5:7b:67,1,27,-66.26446110095091
2,ea:cc:18:e5:7b:6c,1,27,-85.8499268260192
2,ec:22:80:1a:66:ea,1,27,-55.78675222823339
2,ec:22:80:1a:66:ef,1,27,-75.85065160872968
2,ec:e1:a9:30:1a:a1,1,27,-87.9007105190856
2,ec:e1:a9:30:1a:ac,1,27,-81.9006216818711
2,ee:22:80:1a:66:eb,1,27,-57.44672073272144
2,ee:22:80:1a:66:f1,1,27,-75.80660204067576
2,f8:e9:03:04:13:72,1,27,-68.38754236582629
2,f8:e9:03:04:13:77,1,27,-92.10661702915677
2,fa:8f:ca:75:c2:5b,1,27,-70.28666548139714
2,fa:e9:03:04:13:73,1,27,-67.92067700953716
2,fa:e9:03:04:13:78,1,27,-90.77959908152613
